id,code,team,web_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
354,85624,18,Kabasele,85624,50,48,35,771,2,0,1,15,0,0,0,1,0,0,1,143,200.4,49.1,166.0,41.7
356,20145,18,Mariappa,20145,40,40,15,562,0,0,1,13,0,0,0,0,0,0,3,121,162.6,12.7,26.0,20.1
358,41338,18,Cathcart,41338,45,43,31,1162,0,1,2,21,0,0,0,3,0,0,3,183,225.2,61.7,45.0,33.2
359,52940,18,Janmaat,52940,50,45,50,1614,2,1,2,33,0,0,0,2,0,0,0,261,309.4,222.3,254.0,78.8
361,41945,18,Prödl,41945,45,43,67,2770,1,2,5,49,0,0,0,10,1,0,3,441,624.0,111.3,302.0,103.8
362,41725,18,Deeney,41725,70,66,130,2944,10,4,6,52,1,0,0,7,0,0,18,441,617.4,555.9,900.0,206.8
363,94924,18,Deulofeu,94924,65,59,13,460,0,0,0,6,0,0,0,1,0,0,0,53,54.6,150.8,115.0,32.0
364,73426,18,Gray,73426,65,60,108,2260,9,3,8,33,0,0,0,2,0,0,10,303,415.6,320.2,648.0,137.4
365,173514,18,Success,173514,60,57,28,519,1,1,1,9,0,0,0,2,0,0,0,87,146.2,96.7,225.0,46.8
366,9089,18,Foster,9089,45,47,113,3420,0,0,6,51,0,0,0,2,0,115,4,629,767.0,20.3,5.0,79.5
368,121599,18,Doucouré,121599,50,46,38,1352,1,0,4,32,0,0,0,4,0,0,0,226,179.4,178.2,254.0,61.1
369,61566,18,Pereyra,61566,60,58,43,1036,2,3,3,17,0,0,0,2,1,0,2,186,168.0,239.3,141.0,54.7
371,43250,18,Cleverley,43250,55,51,55,1848,0,3,3,40,0,0,0,4,0,0,0,294,255.2,438.1,93.0,78.7
373,38439,18,Capoue,38439,45,45,131,3204,7,2,7,60,0,0,0,5,0,0,14,544,577.6,696.8,513.0,178.7
374,89085,18,Chalobah,89085,45,45,12,167,0,1,0,3,0,0,0,2,0,0,0,54,40.6,51.1,7.0,9.9
375,216058,18,Quina,216058,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
439,60232,18,Dawson,60232,50,49,102,3276,4,0,6,50,0,0,0,10,0,0,6,500,742.4,317.1,418.0,147.9
376,55459,19,Cresswell,55459,55,51,60,2115,0,2,5,35,0,0,0,2,1,0,1,334,307.6,284.7,121.0,71.2
377,40669,19,Ogbonna,40669,50,47,45,1755,0,0,4,31,0,0,0,2,0,0,2,322,384.4,82.4,51.0,51.6
378,105717,19,Masuaku,105717,50,47,34,972,0,1,3,24,0,0,0,1,0,0,7,253,219.8,126.7,18.0,36.4
379,20658,19,Zabaleta,20658,50,47,45,1065,1,1,2,18,0,0,0,2,0,0,5,230,238.6,167.7,113.0,52.1
383,48717,19,Reid,48717,50,49,102,2587,2,3,9,48,0,0,0,8,1,0,16,622,793.6,104.4,141.0,104.0
385,41464,19,Arnautovic,41464,75,71,117,2713,6,7,9,43,0,0,1,9,1,0,8,401,530.4,768.7,861.0,216.2
388,37096,19,Fabianski,37096,50,48,116,3330,0,0,8,69,0,1,0,1,0,117,8,650,780.4,0.1,0.0,78.1
389,57531,19,Antonio,57531,70,67,132,2433,9,8,7,43,0,0,0,4,1,0,8,410,622.4,503.1,1105.0,222.7
391,86934,19,Lanzini,86934,65,59,133,2708,8,3,9,53,0,0,0,9,0,0,20,635,639.0,863.3,629.0,213.5
393,18987,19,Snodgrass,18987,55,55,133,2548,7,6,3,56,0,0,0,2,0,0,16,503,550.2,1050.1,538.0,212.3
394,54102,19,Wilshere,54102,60,58,61,1950,0,3,5,45,0,0,0,4,0,0,2,312,308.4,544.4,321.0,116.8
395,204480,19,Rice,204480,45,45,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.6,0.3,0.0,0.1
396,18073,19,Noble,18073,65,62,71,2389,3,0,8,40,0,0,1,10,0,0,5,389,342.0,384.8,233.0,95.9
400,59779,19,Obiang,59779,45,43,55,1763,1,2,4,32,0,0,0,7,0,0,6,331,311.4,131.3,52.0,49.4
417,159533,20,Traoré,159533,50,48,52,1543,0,1,6,22,0,0,0,1,0,0,2,264,283.2,320.5,176.0,77.9
